user_id,event_name,event_timestamp
8395097477884212984,https://bluesleep.ru/?utm_source=blog,2019-09-02 05:38:46.852262656
4487962884362044925,https://bluesleep.ru/?utm_source=blog,2019-09-01 21:51:42.811195648
5868438858211963279,https://bluesleep.ru/?utm_source=facebook,2019-09-01 14:51:00.401165312
5394116602469871813,https://bluesleep.ru/?utm_source=blog,2019-09-01 18:06:18.137125888
6285636856728637854,https://bluesleep.ru/?utm_source=blog,2019-09-02 01:23:26.022273536
5847750549958190807,https://bluesleep.ru/?utm_source=facebook,2019-09-02 03:21:57.866907136
2163557180402591013,https://bluesleep.ru/?utm_source=blog,2019-09-01 10:58:26.619910912
394811465219193351,https://bluesleep.ru/?utm_source=blog,2019-09-02 07:19:49.625971200
7692469217579087441,https://bluesleep.ru/?utm_source=facebook,2019-09-02 14:45:51.427874816
3539113524751632915,https://bluesleep.ru/?utm_source=blog,2019-09-01 22:51:14.090799616
4286932390907411706,https://bluesleep.ru/?utm_source=blog,2019-09-02 01:19:55.969039616
8032084142377665129,https://bluesleep.ru/?utm_source=facebook,2019-09-01 16:23:29.307095296
1793293385367505147,https://bluesleep.ru/?utm_source=facebook,2019-09-02 09:19:39.020012544
8150029619427326610,https://bluesleep.ru/?utm_source=blog,2019-09-01 07:14:47.967690496
9058582715306855315,https://bluesleep.ru/?utm_source=facebook,2019-09-02 03:59:45.856979200
3463487194338123780,https://bluesleep.ru/?utm_source=blog,2019-09-01 08:31:45.484353280
4967320314039783639,https://bluesleep.ru/?utm_source=facebook,2019-09-02 13:09:02.417347840
7459284178954585978,https://bluesleep.ru/?utm_source=blog,2019-09-02 07:35:42.444622080
8751466386026767773,https://bluesleep.ru/?utm_source=facebook,2019-09-02 21:45:16.786878976
5909343513036905962,https://bluesleep.ru/?utm_source=blog,2019-09-03 10:29:53.579685120
3858832877672975667,https://bluesleep.ru/?utm_source=facebook,2019-09-03 16:54:40.169648640
3463487194338123780,https://bluesleep.ru/o-kompanii,2019-09-03 23:24:27.966460416
4906601329416742219,https://bluesleep.ru/?utm_source=facebook,2019-09-03 00:32:43.792144384
3193347905567545913,https://bluesleep.ru/?utm_source=facebook,2019-09-04 02:19:34.266064128
8680606531023750612,https://bluesleep.ru/?utm_source=facebook,2019-09-03 00:18:04.394815488
4448136260819267904,https://bluesleep.ru/?utm_source=facebook,2019-09-02 22:05:51.783369984
5626627275070505982,https://bluesleep.ru/?utm_source=facebook,2019-09-03 13:06:24.683652352
6714461151514585495,https://bluesleep.ru/?utm_source=facebook,2019-09-04 00:37:19.708334080
8819812867420686801,https://bluesleep.ru/?utm_source=facebook,2019-09-03 18:59:40.034516224
6838516689145364805,https://bluesleep.ru/?utm_source=facebook,2019-09-03 19:52:33.012989952
2587801626876951604,https://bluesleep.ru/?utm_source=facebook,2019-09-02 18:13:47.030077952
7178485267552149488,https://bluesleep.ru/?utm_source=facebook,2019-09-03 04:55:34.523915520
1406943825474888232,https://bluesleep.ru/?utm_source=facebook,2019-09-03 23:21:24.766750464
4172272826683176960,https://bluesleep.ru/?utm_source=facebook,2019-09-04 03:26:21.862625792
1359499124503436206,https://bluesleep.ru/?utm_source=facebook,2019-09-03 08:36:19.427075072
8032084142377665129,https://bluesleep.ru/catalog/,2019-09-03 16:24:09.528884224
324768898660931681,https://bluesleep.ru/?utm_source=blog,2019-09-03 07:18:59.811698688
2050912542356565124,https://bluesleep.ru/?utm_source=facebook,2019-09-04 03:00:50.231898112
521769332758032272,https://bluesleep.ru/?utm_source=facebook,2019-09-03 21:38:08.230719744
5451877940927753229,https://bluesleep.ru/?utm_source=facebook,2019-09-03 08:46:38.579688192
924140078581398045,https://bluesleep.ru/?utm_source=facebook,2019-09-04 00:17:32.830916864
9058582715306855315,https://bluesleep.ru/catalog/,2019-09-04 01:22:49.440466688
8760438947099752629,https://bluesleep.ru/?utm_source=facebook,2019-09-04 02:37:59.805732608
8243020412378769283,https://bluesleep.ru/?utm_source=blog,2019-09-02 19:32:21.177620480
7246730976642004398,https://bluesleep.ru/?utm_source=facebook,2019-09-03 20:11:08.533358336
8150029619427326610,https://bluesleep.ru/catalog/krovati/krovat_bed_frame/,2019-09-03 14:51:15.846600448
169825393753855099,https://bluesleep.ru/?utm_source=facebook,2019-09-04 02:59:56.801669888
2260821885378873243,https://bluesleep.ru/?utm_source=facebook,2019-09-03 05:18:44.912694272
7119354985972481363,https://bluesleep.ru/?utm_source=facebook,2019-09-03 22:01:07.512687360
5951569059277270811,https://bluesleep.ru/?utm_source=facebook,2019-09-02 17:16:18.756249344
4612297885054535088,https://bluesleep.ru/?utm_source=facebook,2019-09-03 21:25:12.209985024
1771218478270620272,https://bluesleep.ru/?utm_source=facebook,2019-09-03 03:11:08.705136128
1280880321045020295,https://bluesleep.ru/?utm_source=facebook,2019-09-03 13:40:20.780603904
2257866451464936989,https://bluesleep.ru/?utm_source=facebook,2019-09-03 22:32:44.230304768
5221773795335576608,https://bluesleep.ru/?utm_source=facebook,2019-09-03 07:57:04.802552320
